,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,,
1,Netrokona,,,,,
2,,,,,,
3,Upazila,Rickshaw,Van,Easy bike and auto-rickshaw,Tempo,Nochimon/korimon/ bhotvoti
4,Atpara,385,58,7,57,5
5,Barhatta,248,50,12,42,7
6,Durgapur,325,35,15,20,35
7,Kalmakanda,215,40,25,10,0
8,Kendua,276,192,102,46,65
9,Khaliajuri,28,60,0,0,12
10,Madan,968,70,10,20,46
11,Mohanganj,75,17,0,0,19
12,Netrokona Sadar,1485,34,90,15,22
13,Purbadhala,445,0,16,45,79
14,Total,4450,556,187,240,290
