,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,Netrokona,,,,,,,,,
2,,,,,,,,,,
3,Upazila,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry
4,Upazila,Weaving/ handloom,Handy,Husking crafts mill,Goor processing,Biri factory,Salt processing,Dry fish processing,Pottery,Others
5,Atpara,0,0,73,0,0,0,0,44,0
6,Barhatta,0,0,539,0,0,0,0,44,0
7,Durgapur,1,0,150,0,0,0,0,0,0
8,Kalmakanda,0,0,624,0,0,0,50,55,239
9,Kendua,0,0,154,0,0,0,0,0,0
10,Khaliajuri,0,0,200,0,0,0,100,88,0
11,Madan,0,0,169,0,0,0,27,16,0
12,Mohanganj,0,0,592,0,0,0,14,66,0
13,Netrokona Sadar,0,1892,740,0,2,0,0,72,115
14,Purbadhala,0,0,265,0,0,0,0,105,
15,Total,1,1892,3506,0,2,0,191,490,354
