,0,1,2,3,4,5,6,7
0,Average price of selected item 2011,,,,,,,
1,"(Price unit per kg, taka)",,,,,,,
2,Upazila,Fine rice (minicate),Medium rice,Coarse rice (normal),Wheat,Coarse flour (Aata),Potato,Soyabean oil
3,Atpara,0,28,26,20,28,14,120
4,Barhatta,0,34,32,21,32,14,120
5,Durgapur,40,32,28,13,25,10,132
6,Kalmakanda,0,32,30,25,34,14,130
7,Kendua,35,33,30,22,38,12,140
8,Khaliajuri,0,35,33,0,25,18,140
9,Madan,32,30,28,0,32,15,110
10,Mohanganj,40,35,27,25,35,15,130
11,Netrokona Sadar,44,29,28,18,33,12,120
12,Purbadhala,44,35,28,20,26,10,115
13,Average,39,32,29,21,31,13,126
