,0,1,2,3,4,5,6
0,Area and production of potato by type 2010-11,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Potato Area,Potato Production,Sweet potato Area,Sweet potato Production,Total potato Area,Total potato Production
3,Atpara,341,1760,16,103,357,1776
4,Barhatta,764,3438,161,652,925,4360
5,Durgapur,239,130,110,458,349,588
6,Kalmakanda,80,178,43,143,123,300
7,Kendua,524,1560,74,252,598,1812
8,Khaliajuri,317,2000,123,500,440,2500
9,Madan,617,3750,173,840,790,4590
10,Mohanganj,118,385,25,133,143,518
11,Netrokona Sadar,429,1048,60,138,72,241
12,Purbadhala,340,880,180,1169,480,2049
13,Total,3768,15128,965,4388,4276,18733
