,0,1,2,3,4
0,Number of agriculture holding by tenure,,,,
1,Netrokona,,,,
2,(According to Agriculture Census 2008),,,,
3,Upazila,Total farm holding, Owner holding, Owner cum tenant, Tenant holding
4,Atpara,18796,21156,7289,2030
5,Barhatta,22404,26101,8278,2589
6,Durgapur,30602,30398,12527,5161
7,Kalmakanda,33832,37289,11598,5252
8,Kendua,43625,42745,19622,3025
9,Khaliajuri,11955,11207,4633,2877
10,Madan,20215,19255,8717,3192
11,Mohanganj,19166,21904,7808,3113
12,Netrokona Sadar,38803,52599,15349,7155
13,Purbadhala,43253,46751,15626,3226
14,Total,282651,309405,111447,37620
