,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,Netrokona,,,,,
2,,,,,,
3,  Upazila,Name of land/river port,Name of Important or historical/tourist place/object,Name of important /famous crop or food production,Customer care service providers and cell phone operator,Distance between district head quarter  upazila by road (km)
4,Atpara,-,-,Peddy,"Grameen Phone, Banglalink, Robi",19.5
5,Barhatta,-,-,Paddy(Bp-28),"Grameen Phone, Banglalink, Robi",18
6,Durgapur,-,Sretisauda,Peddy,"Grameen Phone, Banglalink, Robi",30
7,Kalmakanda,-,Sretisauda,Peddy,"Grameen Phone, Banglalink, Robi",30
8,Kendua,-,Roail Bari Durgo,-,"Grameen Phone, Banglalink, Robi",30
9,Khaliajuri,-,0,Peddy,Grameen Phone,60
10,Madan,-,Madan Mazar,Peddy,"Grameen Phone, Banglalink, Robi",31
11,Mohanganj,Sapomara River,Mojomder Bari,Peddy,"Grameen Phone, Banglalink, Robi",38
12,Netrokona Sadar,-,Shah Sholtaner Mazar,Sweet(Balish Misti),"Grameen Phone, Banglalink, Robi",0
13,Purbadhala,-,Rajdhala Bil,Peddy,"Grameen Phone, Banglalink, Robi",17
