,0,1,2,3,4,5,6,7,8
0,"Number of Government primary school (class I-V), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of Government primary school,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
3,Atpara,55,115,141,256,6212,6215,12427,49
4,Barhatta,56,117,164,281,8019,8501,16520,59
5,Durgapur,57,206,110,316,13480,12210,25690,81
6,Kalmakanda,75,170,190,360,11823,13606,25429,70
7,Kendua,87,183,261,444,16166,16473,32639,73
8,Khaliajuri,36,77,81,158,4400,4100,8500,54
9,Madan,44,96,116,212,6535,7149,13684,66
10,Mohanganj,50,102,170,272,6921,7463,14384,53
11,Netrokona Sadar,94,143,433,576,12626,12621,25247,44
12,Purbadhala,75,215,193,408,12661,12749,25410,62
13,Total,629,1424,1859,3283,98843,101087,199930,61
