,0,1,2,3,4
0,Number of agriculture holding by tenure,,,,
1,(According to Agriculture Census 2008),,,,
2,"
Upazila",Total farm holding,"
Owner holding","
Owner cum tenant","
Tenant holding"
3,Atrai,30935,28714,15622,4457
4,Badalgachhi,36099,31146,18881,1097
5,Dhamoirhat,32228,24894,16924,4117
6,Manda,60989,56653,27863,9126
7,Mahadebpur,44787,41868,22596,4451
8,Naogaon sadar,44726,60789,22031,5531
9,Niamatpur,35569,30914,15893,8728
10,Patnitala,36854,29008,20480,5242
11,Porsha,16681,15914,8243,3714
12,Raninagar,29105,24854,15776,3219
13,Sapahar,22548,19850,10766,2461
14,Total,390521,364604,195075,52143
