,0,1,2,3,4,5,6
0,Population by religion 2011,,,,,,
1,Upazila,Muslim,Hindu,Buddhist,Christian,Others,Total
2,Atrai,175213,17994,1,7,41,193256
3,Badalgachhi,174150,19954,2,290,6946,201342
4,Dhamoirhat,160262,11630,8,6491,6387,184778
5,Manda,329592,31791,1,178,2296,363858
6,Mahadebpur,233183,52571,3,417,6685,292859
7,Naogaon sadar,373011,31011,2,189,935,405148
8,Niamatpur,193081,45636,4,3646,5984,248351
9,Patnitala,182190,35821,76,4777,9036,231900
10,Porsha,114068,13711,4,1801,2511,132095
11,Raninagar,164795,19923,0,55,5,184778
12,Sapahar,150882,7877,1,739,2293,161792
13,Total,2250427,287919,102,18590,43119,2600157
