,0,1,2,3,4,5,6,7,8
0,"Number of Non-government secondary school, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of  school,Male,Female,Total,Male,Female,Total,Students per teacher
4,Atrai,36,320,60,380,5140,5153,10293,27
5,Badalgachhi,34,307,90,397,4933,5138,10071,25
6,Dhamoirhat,29,219,70,289,3746,4044,7790,27
7,Manda,74,658,133,791,10313,9651,19964,25
8,Mahadebpur,53,438,108,536,7368,7460,14728,27
9,Naogaon sadar,53,434,152,586,8941,9913,18854,32
10,Niamatpur,43,360,76,436,6874,8696,15570,36
11,Patnitala,36,355,10,365,7865,8135,16000,44
12,Porsha,26,297,15,312,2694,3576,6270,20
13,Raninagar,31,255,62,317,3900,4352,8252,26
14,Sapahar,35,296,52,348,336,3442,7478,21
15,Total,450,3939,828,4757,62110,69560,135270,28
