,0,1,2,3,4,5,6,7,8
0,"Number of registered primary school (class I-V), teacher and student 2011",,,,,,,,
1,"
Upazila",Number of registered primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
2,"
Upazila",Number of registered primary school,Male,Female,Total,Male,Female,Total,Students per teacher
3,Atrai,59,136,90,226,3858,3032,6890,30
4,Badalgachhi,55,125,84,209,2984,2847,5831,28
5,Dhamoirhat,44,69,85,154,3221,4159,7680,50
6,Manda,71,171,71,242,5798,5793,11591,48
7,Mahadebpur,46,100,48,148,3228,3128,6356,43
8,Naogaon sadar,26,67,22,89,2362,2762,5124,58
9,Niamatpur,51,138,44,182,4036,3636,7672,42
10,Patnitala,47,124,41,165,2446,2545,4991,30
11,Porsha,50,159,31,190,3156,4128,7284,38
12,Raninagar,34,92,37,129,2482,2592,5074,39
13,Sapahar,47,104,60,164,3790,4143,7933,47
14,Total,530,1285,613,1898,37361,38765,76426,40
