,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,"

Upazila","
Name of land/river/sea port","
Name of Important or historical/tourist place/object","Name of important
/famous crop or food production","
Customer care service provider’s name of cell phone operator","Distance between district head quarter & upazila by
road (km)"
2,Atrai,-,Potisor,Paddy,"Grameen phone, Banglalink
& Robi",32
3,Badalgachhi,-,Phar pur,Rice,"Grameen phone, Banglalink
& Robi",16
4,Dhamoirhat,-,Alta dighee,"Zira , Rice","Grameen phone, Banglalink
& Robi",60
5,Manda,-,Kusumba mosque,Rice,"Grameen phone, Banglalink
& Robi",35
6,Mahadebpur,-,-,-,-,0
7,"Naogaon
sadar",-,"Dobal hati Raj
bari",Rice,"Grameen phone, Banglalink,
Teletalk, Airtel & Robi",0
8,Niamatpur,-,-,Rice,"Grameen phone, Banglalink
& Robi",50
9,Patnitala,-,Dibor dighee,Rice,"Grameen phone, Banglalink & Robi",39
10,Porsha,-,-,Rice,-,67
11,Raninagar,-,-,Rice,"Grameen phone, Banglalink
& Robi",15
12,Sapahar,-,-,Rice,"Grameen phone, Banglalink,
Airtel & Robi",60
