,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,Upazila,Class-I,Class-II,Class-III,Class-IV,"Number of
employee"
2,Atrai,25,19,633,121,798
3,Badalgachhi,43,19,653,123,838
4,Dhamoirhat,45,43,662,116,866
5,Manda,60,23,944,152,1179
6,Mahadebpur,75,27,400,126,628
7,Naogaon sadar,97,86,835,377,1395
8,Niamatpur,40,47,680,135,902
9,Patnitala,86,8,696,131,921
10,Porsha,38,41,358,134,571
11,Raninagar,40,18,603,119,780
12,Sapahar,50,38,209,147,444
13,Total,599,369,6673,1681,9322
