,0,1,2,3,4,5,6
0,"Area and production of tomato, radish and bean 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Tomato Area,Tomato Production,Radish Area,Radish Production,Bean Area,Bean Production
3,Atrai,11,32,25,10,12,30
4,Badalgachhi,61,590,200,1436,158,1073
5,Dhamoirhat,25,50,41,92,19,30
6,Manda,300,960,172,1309,27,49
7,Mahadebpur,60,382,56,269,17,49
8,Naogaon sadar,43,132,86,280,34,61
9,Niamatpur,120,299,51,147,51,92
10,Patnitala,76,189,56,148,57,114
11,Porsha,49,39,7,18,46,69
12,Raninagar,9,64,41,140,7,10
13,Sapahar,47,94,52,33,53,99
14,Total,801,2831,787,3882,481,1676
