,0,1,2,3,4,5,6,7,8
0,"Number of Government primary schools (class I-V), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Number of Govt. primary school,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
3,Austagram,45,80,125,205,10350,12650,23000,112
4,Bajitpur,82,270,247,517,14988,14966,31954,62
5,Hossainpur,54,122,190,312,7232,7867,15099,48
6,Itna,44,112,93,205,6659,6051,12710,62
7,Karimganj,84,275,138,353,25960,16430,42390,120
8,Katiadi,72,157,210,367,13000,12937,25939,71
9,Kishoreganj Sadar,91,226,321,547,13410,14184,27594,50
10,Kuliar-char,55,146,202,324,10615,11122,21737,67
11,Mithamain,36,77,68,145,5901,6391,12192,84
12,Nikli,38,81,110,191,7429,7908,15337,80
13,Pakundia,93,166,316,482,7600,10481,18081,38
14,Tarail,46,108,106,214,9107,8108,17215,80
15,Bhairab,58,96,230,326,16616,15857,32473,100
16,Total,798,1916,2356,4188,148867,144952,295721,71
