,0,1,2,3,4
0,"Number of branch of specialized (Krishi, co-operative etc.) bank 2011",,,,
1,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
2,Austagram,2,12,15111,64
3,Bajitpur,1,11,6509,116
4,Bhairab,2,15,13311,173
5,Hossainpur,1,9,5799,110
6,Itna,2,12,12562,106
7,Karimganj,1,8,5512,126
8,Katiadi,1,9,12717,75
9,Kishoreganj Sadar,3,28,18706,229
10,Kuliar-char,1,8,3261,214
11,Mithamain,1,6,3208,40
12,Nikli,1,7,8472,25
13,Pakundia,1,9,12000,550
14,Tarail,1,9,2190,93
15,Total,18,143,119358,1921
