,0,1,2,3,4,5
0,Existing position of Government employee by category 2011,,,,,
1,Upazila,Class-I,Class-II,Class-III,Class-IV,Number of Total Employees
2,Austagram,20,14,141,60,235
3,Bajitpur,33,40,772,94,939
4,Bhairab,20,29,182,45,276
5,Hossainpur,28,16,229,82,362
6,Itna,10,16,258,186,470
7,Karimganj,34,24,745,34,837
8,Katiadi,29,23,788,90,930
9,Kishoreganj Sadar,32,16,306,80,434
10,Kuliar-char,52,23,450,533,1058
11,Mithamain,26,6,331,60,423
12,Nikli,19,15,391,100,525
13,Pakundia,34,18,778,132,962
14,Tarail,22,17,219,71,329
15,Total,359,257,5590,1567,7780
