,0,1,2,3
0,Number of vocational institute by municipality 2011,,,
1,Municipality,Number of Institution,Number of Teacher,Number of Student
2,Austagram,0,0,0
3,Bajitpur,2,6,286
4,Bhairab,0,0,0
5,Hossainpur,0,0,0
6,Itna,0,0,0
7,Karimganj,1,5,200
8,Katiadi,0,0,0
9,Kishoreganj Sadar,2,36,943
10,Kuliar-char,1,7,65
11,Mithamain,0,0,0
12,Nikli,0,0,0
13,Pakundia,1,5,205
14,Tarail,0,0,0
15,Total,7,59,1699
