,0,1,2,3,4
0,Number of co-operative society and their member 2011,,,,
1,(In Bangla Schedule  Activities ),,,,
2,Upazila,Number of co- operative societies,Number of members,Number of members,Both sex
3,Upazila,Number of co- operative societies,Male,Female,Both sex
4,Austagram,410,5442,3558,9000
5,Bajitpur,234,10000,450,10450
6,Bhairab,454,12039,1620,13659
7,Hossainpur,416,2903,7193,10096
8,Itna,347,14160,104,14264
9,Karimganj,219,4380,128,4508
10,Katiadi,244,3927,295,4222
11,Kishoreganj Sadar,193,5050,500,5550
12,Kuliar-char,84,1858,210,2068
13,Mithamain,357,6390,2590,8980
14,Nikli,449,15077,730,15807
15,Pakundia,133,2216,234,2450
16,Tarail,160,6679,0,6679
17,Total,3700,90121,17612,107733
