,0,1,2,3,4,5
0,Number of family planning clinical centre by municipality 2011,,,,,
1,"
Municipality",Sterilization centre,Mobile centre,Injection centre,"Menstrual
regularization centre",Family welfare Centre
2,Austagram,0,0,0,0,0
3,Bajitpur,1,8,2,2,2
4,Bhairab,0,24,40,0,0
5,Hossainpur,1,3,4,1,0
6,Itna,0,0,0,0,0
7,Karimganj,0,0,1,1,1
8,Katiadi,1,8,2,2,2
9,Kishoreganj Sadar,2,0,13,2,4
10,Kuliar-char,1,0,8,1,4
11,Mithamain,0,0,0,0,0
12,Nikli,0,0,0,0,0
13,Pakundia,1,0,1,1,1
14,Tarail,0,0,0,0,0
15,Total,7,43,71,10,14
