,0,1,2,3,4
0,Number of rice mill and person engaged 2011,,,,
1,,,,,
2,Upazila,Unit,Person engaged,Person engaged,Person engaged
3,Upazila,Unit,Male,Female,Total
4,Adarsha Sadar,0,0,0,0
5,Barura,7,14,22,36
6,Brahmanpara,1,8,22,30
7,Burichang,30,350,420,750
8,Chandina,0,0,0,0
9,Chauddagram,0,0,0,0
10,Comilla Sadar Dakshin,6,20,20,40
11,Daudkandi,0,0,0,0
12,Debidwar,0,0,0,0
13,Homna,0,0,0,0
14,Laksam,6,44,62,106
15,Monoharganj,52,72,0,72
16,Meghna,0,0,0,0
17,Muradnagar,0,0,0,0
18,Nangalkot,72,85,35,120
19,Titas,0,0,0,0
20,Total,174,593,581,1154
