,0,1,2,3,4
0,Number of auto rice mill and person engaged 2011,,,,
1,,,,,
2,Upazila,Unit,Person engaged,Person engaged,Person engaged
3,Upazila,Unit,Male,Female,Total
4,Adarsha Sadar,0,0,0,0
5,Barura,0,0,0,0
6,Brahmanpara,0,0,0,0
7,Burichang,11,15,1150,1165
8,Chandina,1,1,22,23
9,Chauddagram,2,13,0,13
10,Comilla Sadar Dakshin,3,18,156,174
11,Daudkandi,1,3,9,12
12,Debidwar,0,0,0,0
13,Homna,0,0,0,0
14,Laksam,14,5,529,534
15,Monoharganj,0,0,0,0
16,Meghna,0,0,0,0
17,Muradnagar,0,0,0,0
18,Nangalkot,0,0,0,0
19,Titas,0,0,0,0
20,Total,32,55,1866,1921
