,0,1,2,3,4,5,6
0,Area and production of potato by type 2009-10,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Potato - Area,Potato - Production,Sweet potato - Area,Sweet potato - Production,Total potato - Area,Total potato - Production
3,Daulotpur,274,3226,113,339,387,3565
4,Gheor,1505,9988,37,153,1542,10141
5,Horirampur,99,666,6,20,105,686
6,Manikganj Sadar,2327,15126,184,489,2327,15126
7,Saturia,318,795,109,248,427,1043
8,Shibalaya,112,976,20,68,132,1044
9,Singair,416,1893,0,0,416,1893
10,Total,5051,32670,469,1318,5336,33498
