,0,1,2,3,4
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,
1,Manikganj,,,,
2,,,,,
3, Upazila,Name of land/river/sea port,Name of Important or historical/tourist place/object, Name of important /famous crop or food production,Distance between district head quarter  upazila by road (km)
4,Daulotpur,-,-,"Mestered, Potato",26
5,Gheor,-,-,"Paddy, Potato",21
6,Horirampur,-,Machayan Mosjid,Hajari khajor gur,32
7,Manikganj Sadar,-,Mother moth,"Paddy, Corn",2
8,Saturia,-,Shatorma jomidar bari,"Tobaco, Corn, Mastard",30
9,Shibalaya,Patoria,Tatowta jomidar bari,"Jute, wheat, Mestered, Paddy",20
10,Singair,-,Shahid Rafik musium,-,16
