,0,1,2,3,4,5,6,7,8
0,"Number of kawmi madrasah, teacher and student 2011",,,,,,,,
1,Manikganj,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Gheor,2,21,0,21,232,0,232,11
5,Horirampur,0,0,0,0,0,0,0,0
6,Saturia,3,16,0,16,450,0,450,28
7,Singair,30,340,0,340,5892,0,5892,17
8,Manikganj Sadar,0,0,0,0,0,0,0,0
9,Daulotpur,1,7,0,7,148,65,213,30
10,Shibalaya,1,5,0,5,135,0,135,27
11,Total,37,389,0,389,6857,65,6922,23
