,0,1,2,3,4,5,6
0,"Area and production of brinjal, lady s finger and arum 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Brinjal Area,Brinjal Production,Ladys finger Area,Ladys finger Production,Arum Area,Arum Production
3,Daulotpur,217,318,48,77,44,50
4,Gheor,168,187,21,24,34,36
5,Horirampur,205,1092,22,8,5,13
6,Manikganj Sadar,602,339,61,61,184,534
7,Saturia,17,25,23,20,50,55
8,Shibalaya,28,50,36,36,28,91
9,Singair,323,508,23,12,36,24
10,Total,1560,2520,235,238,381,803
