,0,1,2,3,4,5,6,7,8
0,"Number of Non government college, teacher and student 2011",,,,,,,,
1,Manikganj,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Gheor,3,36,8,44,417,321,738,017
5,Horirampur,3,116,15,131,907,712,1619,12
6,Saturia,2,27,5,32,907,710,1617,50
7,Singair,2,68,24,92,1598,1578,3176,34
8,Manikganj Sadar,7,86,40.0,126,5840,5500,11340,90
9,Daulotpur,5,84,4,88,1365,866,2231,25
10,Shibalaya,2,29,0,29,387,344,731,25
11,Total,24,446,96,542,11421,10031,21452,40
