,0,1,2,3,4
0,Number of establishment and person engaged in cottage industry 2011,,,,
1,Dinajpur,,,,
2,,,,,
3, Upazila, Number of unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
4,Biral,0,0,0,0
5,Birampur,85,190,65,255
6,Birganj,401,715,0,715
7,Bochaganj,2536,1656,1708,3364
8,Chirirbandar,160,480,0,480
9,Dinajpur Sadar,141,340,0,340
10,Fulbari,100,120,44,164
11,Ghoraghat,147,162,90,252
12,Hakimpur,450,450,50,500
13,Kaharole,37,70,140,210
14,Khansama,1,0,30,30
15,Nawabganj,404,498,102,600
16,Parbatipur,365,1095,72,1167
17,Total,4827,5776,2301,8077
