,0,1,2,3,4,5,6,7,8
0,"Number of Non government college, teacher and student 2011",,,,,,,,
1,Dinajpur,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Biral,8,154,54,208,1129,1264,2393,12
5,Birampur,5,127,30,157,1598,1428,3026,19
6,Birganj,7,135,34,169,1559,1439,2998,18
7,Bochaganj,6,115,31,146,955,1107,2062,14
8,Chirirbandar,11,185,35,220,1798,2173,3971,18
9,Dinajpur Sadar,12,181,45,226,4029,2194,6223,28
10,Fulbari,4,99,26,125,946,1208,2154,17
11,Ghoraghat,5,153,26,179,816,1030,1846,10
12,Hakimpur,2,61,17,78,814,687,1492,19
13,Kaharole,6,119,25,144,790,2117,2007,14
14,Khansama,9,161,16,177,1549,1024,2573,15
15,Nawabganj,7,187,28,215,2115,1656,3771,18
16,Parbatipur,9,257,69,326,3087,3345,6432,20
17,Total,91,1934,436,2370,21185,20672,40948,17
