,0,1,2,3,4
0,Number of rice mill and person engaged 2011,,,,
1,Dinajpur,,,,
2,,,,,
3, Upazila, Unit,Person engaged - Male,Person engaged - Female,Person engaged - Total
4,Biral,230,1150,1610,2760
5,Birganj,226,1356,1808,3164
6,Bochaganj,309,2812,1205,4017
7,Chirirbandar,201,1399,410,1809
8,Dinajpur Sadar,318,1590,2225,31815
9,Fulbari,121,608,600,1208
10,Ghoraghat,88,528,1232,1760
11,Hakimpur,19,43,133,176
12,Kaharole,148,1200,600,1800
13,Khansama,116,225,232,457
14,Nawabganj,23,62,108,170
15,Parbatipur,99,225,525,750
16,Total,1952,11378,10938,50316
