,0,1,2,3,4
0,Numbers of money exchange agency 2011,,,,
1,Dinajpur,,,,
2,,,,,
3, Upazila, Number of money exchange agency, Number of employee,Annual transactions per money exchange agency (in lac tk),Annual profit per agency (in lac tk)
4,Biral,0,0,0,0
5,Birampur,0,0,0,0
6,Birganj,0,0,0,0
7,Bochaganj,3,4,257966,0
8,Chirirbandar,0,0,0,0
9,Dinajpur Sadar,1,5,378250,76000
10,Fulbari,0,0,0,0
11,Ghoraghat,0,0,0,0
12,Hakimpur,0,0,0,0
13,Kaharole,0,0,0,0
14,Khansama,0,0,0,0
15,Nawabganj,0,0,0,0
16,Parbatipur,9,2,0,0
17,Total,13,11,636216,76000
