,0,1,2,3,4
0,"Number of registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,
1,Dinajpur,,,,
2,,,,,
3,Upazila,Rickshaw,Van,Easy bike and auto-rickshaw,Tempo
4,Biral,95,1800,100,20
5,Birampur,150,50,0,0
6,Birganj,297,205,0,60
7,Bochaganj,350,450,0,0
8,Chirirbandar,120,2000,65,30
9,Dinajpur Sadar,7100,112,0,176
10,Fulbari,850,1580,33,12
11,Ghoraghat,20,315,0,10
12,Hakimpur,1500,2287,44,46
13,Kaharole,27,1057,22,0
14,Khansama,0,1800,0,75
15,Nawabganj,20,320,0,0
16,Parbatipur,836,5877,72,59
17,Total,11365,17853,336,488
