,0,1,2,3,4
0,Number of agriculture holding by tenure,,,,
1,(According to Agriculture Census 2008),,,,
2,Upazila,Total farm holding,Owner holding,Owner cum tenant,Tenant holding
3,Chandpur Sadar,37244,24114,11984,1146
4,Foridganj,52294,38461,13548,285
5,Haimchar,13902,9510,3479,913
6,Hajiganj,34739,21408,13173,150
7,Kachua,40966,24315,15887,764
8,Matlab Dakshin,24767,14477,10003,287
9,Matlab Uttar,38093,20438,16766,889
10,Shahrasti,28409,16538,11623,248
11,Total,270414,169261,96463,4682
