,0,1,2,3,4,5,6,7,8
0,Distribution of chemical fertilizers 2010-11,,,,,,,,
1,,,,,,,,,
2,Upazila,UREA,TSP,MP,DAP,HP,NPK,SP,Others
3,Chandpur Sadar,5030,790,550,360,0,400,0,45
4,Foridganj,4860,2200,1790,200,0,360,0,260
5,Haimchar,1490,290,70,150,0,0,15,10
6,Hajiganj,4100,1520,1200,50,0,0,0,0
7,Kachua,7260,1900,1360,650,0,0,0,0
8,Matlab Dakshin,4420,1000,1210,370,0,0,0,130
9,Matlab Uttar,6410,1060,770,2,0,20,0,200
10,Shahrasti,3050,867,404,125,90,70,0,0
11,Total,36620,9627,7354,1907,90,850,15,645
