,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,,
1,,,,,,
2,Upazila,Rickshaw,Van,Easy bike and auto-rickshaw,Tempo,Nochimon/kori mon/ bhotvoti
3,Bakshiganj,1318,1507,95,101,239
4,Dewanganj,3150,1290,430,0,1170
5,Islampur,1500,50,71,2,49
6,Jamalpur Sadar,375,425,2130,110,2027
7,Madarganj,223,350,230,0,107
8,Melandaha,530,118,88,14,82
9,Sarishabari,754,1184,0,1000,1200
10,Total,7850,4924,3044,1227,4874
