,0,1,2,3,4,5,6,7,8
0,"Number of madrasah, teacher and student under the madrasah education board 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Bakshiganj,18,160,20,180,1695,2458,4153,23
4,Dewanganj,15,207,28,235,3878,4243,8121,35
5,Islampur,33,424,67,491,3013,3266,6279,13
6,Jamalpur Sadar,11,96,17,117,1033,1029,2062,18
7,Madarganj,27,352,71,423,5829,6108,11937,28
8,Melandaha,24,300,39,339,3814,3778,7592,22
9,Sarishabari,22,241,43,284,2543,2523,5166,18
10,Total,150,1780,285,2069,21805,23405,45310,22
