,0,1,2,3,4
0,Number of co-operative society and member 2011,,,,
1,,,,,
2, Upazila,Number of cooperative society,Number of member Male,Number of member Female, Both sex
3,Bishwamvarpur,227,4216,834,5050
4,Chhatak,269,13170,3710,16880
5,Dakshin Sunamganj,108,2379,400,2779
6,Derai,168,3893,61,3954
7,Dharmapasha,571,8876,3186,12062
8,Doarabazar,182,2747,1803,4550
9,Jagannathpur,91,1500,593,2093
10,Jamalganj,388,5893,12,5905
11,Shalla,90,3158,10,3168
12,Sunamganj Sadar,194,9079,2142,11221
13,Tahirpur,183,4927,217,5144
14,Total,2471,59838,12968,72794
