,0,1,2,3,4,5
0,Number of flour mill and person engaged 2011,,,,,
1,Sunamganj,,,,,
2,,,,,,
3,Upazila,Number of unit,Investment (in lac taka),Person engaged Family,Person engaged Hired,Person engaged Total
4,Bishwamvarpur,20,15,20,20,40
5,Chhatak,17,23,21,33,54
6,Dakshin Sunamganj,0,0,0,0,0
7,Derai,0,0,0,0,0
8,Dharmapasha,80,256,95,165,260
9,Doarabazar,0,0,0,0,0
10,Jagannathpur,0,0,0,0,0
11,Jamalganj,0,0,0,0,0
12,Shalla,0,0,0,0,0
13,Sunamganj Sadar,11,33,15,18,33
14,Tahirpur,5,5,20,10,30
15,Total,133,300,171,146,317
