,0,1,2,3,4
0,Upazila wise number of branch of Grameen bank 2011,,,,
1,Sunamganj,,,,
2,,,,,
3,Upazila,Number of branch,Number of employee,Number of member,Number of account
4,Bishwamvarpur,1,8,520,3125
5,Chhatak,4,26,14970,14970
6,Dakshin Sunamganj,4,24,9700,9700
7,Derai,7,41,13386,41658
8,Dharmapasha,5,41,9218,20100
9,Doarabazar,4,24,10200,10200
10,Jagannathpur,7,42,15700,10774
11,Jamalganj,1,9,752,4380
12,Shalla,1,4,1361,1361
13,Sunamganj Sadar,4,32,12513,12513
14,Tahirpur,3,22,8865,9889
15,Total,44,299,103037,152070
