,0,1,2,3,4
0,Number of branch of nationalized commercial bank 2011,,,,
1,Sunamganj,,,,
2,,,,,
3,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
4,Bishwamvarpur,1,10,7127,333
5,Chhatak,5,54,27583,3614
6,Dakshin Sunamganj,2,15,6580,650
7,Derai,3,29,12021,1406
8,Dharmapasha,2,21,23700,1100
9,Doarabazar,3,19,10518,890
10,Jagannathpur,13,71,35669,2104
11,Jamalganj,1,12,16000,1400
12,Shalla,1,9,9408,403
13,Sunamganj Sadar,14,103,18302,3914
14,Tahirpur,1,12,9611,401
15,Total,46,340,169939,15565
