,0,1,2,3,4
0,"Number of branch of specialized (Krishi, Co-operative, etc.) bank 2011",,,,
1,Sunamganj,,,,
2,,,,,
3,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
4,Bishwamvarpur,1,6,13037,233
5,Chhatak,6,22,14388,278
6,Dakshin Sunamganj,3,25,16602,124
7,Derai,0,0,0,0
8,Dharmapasha,2,11,15562,128
9,Doarabazar,2,12,3820,185
10,Jagannathpur,3,12,10767,69
11,Jamalganj,1,7,7826,71
12,Shalla,1,4,13469,38
13,Sunamganj Sadar,4,54,7840,591
14,Tahirpur,2,12,12278,92
15,Total,26,170,123409,1877
