,0,1,2,3,4
0,"Length of metalled, semi metalled and unmetalled road 2011",,,,
1,Sunamganj,,,,
2,(in kilometer),,,,
3,Upazila,Metalled road,Semi metalled road,Unmetalled (kacha) road, Total
4,Bishwamvarpur,49,48,170,267
5,Chhatak,257,40,406,663
6,Dakshin Sunamganj,56,20,205,260
7,Derai,106,20,322,430
8,Dharmapasha,65,30,500,570
9,Doarabazar,225,30,85,340
10,Jagannathpur,121,87,218,426
11,Jamalganj,65,30,150,216
12,Shalla,25,10,200,227
13,Sunamganj Sadar,85,15,80,180
14,Tahirpur,39,20,200,240
15,Total,1093,350,2536,3824
