,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,,,,,,
2,Upazila,Name of land/river port,Name of important or historical/tourist place/objects,Name of important /famous crop or food production,Customer care service providers name of cell phone operators,Distance between district head quarter  upazila by road (km)
3,Bishwamvarpur,-,-,Paddy,GrameenPhone,17
4,Chhatak,Chhatak,Cement Factory,Satkora,GrameenPhone,47
5,Dakshin Sunamganj,-,-,-,GrameenPhone,10
6,Derai,-,-,-,GrameenPhone,38
7,Dharmapasha,-,Somain Jonidori Bari,-,GrameenPhone,95
8,Doarabazar,-,Baghtola,Paddy,GrameenPhone	30,GrameenPhone	30
9,Jagannathpur,Raniganj,Hashim Shah Mazar,-,GrameenPhone	39,GrameenPhone	39
10,Jamalganj,-,-,-,GrameenPhone	30,GrameenPhone	30
11,Shalla,-,-,Paddy,GrameenPhone	67,GrameenPhone	67
12,Sunamganj Sadar,-,Hason Raza Bari,Paddy,GrameenPhone	-,GrameenPhone	-
13,Tahirpur,-,Pona Tirtha,Fish,GrameenPhone	25,GrameenPhone	25
