,0,1,2,3,4,5,6
0,Broad soil classification 2008,,,,,,
1,(area in acre),,,,,,
2, Upazila, Total,Soil classification Doash,Soil classification Bele,Soil classification Etel,Soil classification Kankar,Soil classification Others
3,Bishwamvarpur,61440,32000,10990,6000,3000,1000
4,Chhatak,54629,38241,0,16388,0,2578
5,Dakshin Sunamganj,88253,3000,0,10523,0,0
6,Derai,33589,26864,0,6710,0,0
7,Dharmapasha,91384,44184,6953,17163,0,0
8,Doarabazar,22740,50850,5590,7410,2250,3437
9,Jagannathpur,90963,48300,8600,22500,0,11563
10,Jamalganj,74330,65100,690,710,0,7830
11,Shalla,34742,0,0,34742,0,0
12,Sunamganj Sadar,65833,10784,284,64400,0,0
13,Tahirpur,49783,58539,3705,32110,494,4199
14,Total,667686,410061,41610,230872,5744,30607
