,0,1,2,3,4
0,Upazila wise number of co-operative society 2011,,,,
1,Sunamganj,,,,
2,,,,,
3,Upazila, Number,Number of employee,Number of client,Annual premium (lac tk.)
4,Bishwamvarpur,227,507,5050,24
5,Chhatak,269,670,16880,81
6,Dakshin Sunamganj,108,210,2779,12
7,Derai,168,190,3954,35
8,Dharmapasha,571,880,12062,87
9,Doarabazar,182,300,4550,12
10,Jagannathpur,91,140,2093,45
11,Jamalganj,388,418,5893,98
12,Shalla,90,283,3164,22
13,Sunamganj Sadar,194,220,11221,39
14,Tahirpur,183,230,5144,60
15,Total,2471,4048,72790,515
