,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry by type 2011,,,,,,,,,
1,,,,,,,,,,
2,Upazila,Small and Cottage industry Weaving/ Handloom,Small and Cottage industry Handy,Small and Cottage industry Husking crafts mill,Small and Cottage industry Gur (Molasses) processing,Small and Cottage industry Biri Factory,Small and Cottage industry Salt processing,Small and Cottage industry Dry fish processing,Small and Cottage industry Pottery,Small and Cottage industry Others
3,Bishwamvarpur,0,0,180,20,0,0,10,0,0
4,Chhatak,15,15,157,0,0,0,0,99,0
5,Dakshin Sunamganj,0,0,0,0,0,0,0,0,0
6,Derai,0,0,30,0,0,0,0,20,0
7,Dharmapasha,0,3,642,0,0,0,1,85,300
8,Doarabazar,0,0,12,0,0,0,0,0,0
9,Jagannathpur,0,0,130,0,0,0,20,2,121
10,Jamalganj,0,0,10,0,0,0,0,10,0
11,Shalla,0,0,0,0,0,0,0,0,0
12,Sunamganj Sadar,0,78,200,0,0,0,32,0,0
13,Tahirpur,0,15,45,0,0,0,40,0,10
14,Total,15,111,1406,20,0,0,103,216,431
