,0,1,2,3,4,5,6
0,"Area and production of brinjal, lady s finger and arum 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Brinjal Area,Brinjal Production,Lady’s finger Area,Lady’s finger Production,Arum Area,Arum Production
3,Bishwamvarpur,140,2380,19,285,30,30
4,Chhatak,73,584,14,42,0,0
5,Dakshin Sunamganj,44,360,19.76,56,0,0
6,Derai,2,30,1,5,0,0
7,Dharmapasha,57,158.68,0,0,0,0
8,Doarabazar,24,28,25,21,31,90
9,Jagannathpur,12,1206,0,0,0,0
10,Jamalganj,175,1750,0,0,0,0
11,Shalla,11,17,0,0,0,0
12,Sunamganj Sadar,195,1310,13.25,501,17.5,76
13,Tahirpur,0,0,0,0,0,0
14,Total,733,7823,92,910,78,196
