,0,1,2,3,4,5
0,Cropped area sprayed with plant protection measures 2008,,,,,
1,Rajbari,,,,,
2,,,,,,
3,Upazila,Total farm holding - Number,Total farm holding - Cropped area,Spraying farm holding - Number,Spraying farm holding - Cropped area,Reporting area sprayed
4,Baliakandi,28353,40293,28353,42516,40250
5,Goalanda,10637,17172,10637,16511,5080
6,Kalukhali,21045,43093,21045,22050,13230
7,Pangsha,54116,80074,33071,33500,20100
8,Rajbari Sadar,36741,61124,17850,28350,8250
9,Total,150892,141758,110956,142927,86910
