,0,1,2,3,4,5
0,Employment status in handloom industry 2011,,,,,
1,Rajbari,,,,,
2,,,,,,
3,Upazila,Number of handloom,Person engaged - Family member,Person engaged - Regular,Person engaged - Hired /Casual, Total
4,Baliakandi,34,52,0,0,52
5,Goalanda,0,0,0,0,0
6,Kalukhali,600,1035,0,520,1555
7,Pangsha,864,1629,0,815,2444
8,Rajbari Sadar,200,400,200,0,600
9,Total,1298,3116,200,1335,4651
