,0,1,2,3,4,5,6,7,8,9,10,11
0,"Population and literacy rate of 1981, 1991, 2001  2011 and number of voter 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2, Upazila,Population (000) - 1981,Population (000) - 1991,Population (000) - 2001,Population (000) - 2011,Literacy rate () - 1981,Literacy rate () - 1991,Literacy rate () - 2001,Literacy rate () - 2011,Number of voter (000) - Male,Number of voter (000) - Female,Number of voter (000) - Total
3,Gazipur Sadar,377,588,866,1899,32.3,43.8,48.4,60.6,391,381,772
4,Kaliakair,165,232,267,503,22.8,28.7,48.4,60.6,143,144,287
5,Kaliganj,143,175,239,276,29.2,38.9,54.9,59.8,86,87,173
6,Kapashia,250,303,321,355,27.1,37.0,56.4,56.3,117,118,235
7,Sreepur,238,320,337,513,21.0,30.3,47.7,54.8,137,144,281
8,Total,1173,1618,2030,3546,26.5,35.7,56.4,62.6,874,874,1748
