,0,1,2,3,4,5,6,7,8
0,"Number of Government secondary school, teacher and student 2011",,,,,,,,
1,Gazipur,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Gazipur Sadar,3,76,58,134,1651,1828,3479,26
5,Kaliakair,0,0,0,0,0,0,0,0
6,Kaliganj,2,13,14,27,480,416,896,33
7,Kapashia,0,0,0,0,0,0,0,0
8,Sreepur,0,0,0,0,0,0,0,0
9,Total,5,89,72,161,2131,2244,4375,27
