,0,1,2,3,4
0,Number of bamboo and cane industry and person engaged 2011,,,,
1,Tangail,,,,
2,,,,,
3,Upazila,Unit,Person engaged Family,Person engaged Hired,Person engaged Total
4,Basail,27,60,7,67
5,Bhuapur,204,475,6,481
6,Delduar,1282,2405,20,2425
7,Dhanbari,35,50,20,70
8,Ghatail,22,22,66,88
9,Gopalpur,216,378,31,409
10,Kalihati,1169,3122,30,3152
11,Madhupur,142,179,8,187
12,Mirzapur,140,280,15,295
13,Nagarpur,12,12,28,40
14,Sakhipur,265,795,20,815
15,Tangail Sadar,480,1270,211,1481
16,Total,3994,9048,462,9510
