,0,1,2,3,4
0,"Area and production of water melon, melon (bangi) in the following years",,,,
1,Tangail,,,,
2,(Area in acres  production in metric tons),,,,
3,Upazila,2010-11 Area,2010-11 Production,2009-10 Area,2009-10 Production
4,Basail,0,0,0,0
5,Bhuapur,14,45.80,19,41.40
6,Delduar,4,10,4,10
7,Dhanbari,3.50,8.50,1.90,4.37
8,Ghatail,10.95,28.41,12.80,34.53
9,Gopalpur,0,0,0,0
10,Kalihati,5,12,6,15
11,Madhupur,2.70,2.45,6.19,5.51
12,Mirzapur,11,24,12,24
13,Nagarpur,4.80,12,4,10
14,Sakhipur,11,20,13,25
15,Tangail Sadar,17.35,56.49,21,78.97
16,Total,84.30,219.65,99.89,248.78
