,0,1,2,3,4,5
0,Land area on the basis of utilization 2008,,,,,
1,Tangail,,,,,
2,(In acre),,,,,
3,Upazila,Total area,Permanent cropped area,Temporary cropped area,Permanent fallow area,Others
4,Basail,32521,365,28283,3860,13
5,Bhuapur,47278,476,28256,7615,10931
6,Delduar,32896,1250,24536,363,6747
7,Dhanbari,32977,333,26147,33,6464
8,Ghatail,113360,5252,69604,36954,1550
9,Gopalpur,47321,130,35457,10337,1397
10,Kalihati,74432,662,56580,48,17142
11,Madhupur,69684,3200,54662,174,11648
12,Mirzapur,92390,5819,49596,433,36542
13,Nagarpur,64095,5442,41944,15076,1633
14,Sakhipur,106163,8740,43110,99,54214
15,Tangail Sadar,59000,1124,43104,9222,5550
16,Total,772117,32793,501279,84214,153831
