,0,1,2,3,4,5,6,7,8,9,10,11
0,"Population and literacy rate of 1981,1991, 2001  2011 and number of voter 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,Upazila,Population(000) (adjusted) 1981,Population(000) (adjusted) 1991,Population(000) (adjusted) 2001,Population(000) (adjusted) 2011,Literacy Rate () 1981,Literacy Rate () 1991,Literacy Rate () 2001,Literacy Rate () 2011,Number of Voter (000) Male,Number of Voter (000) Female,Number of Voter (000) Total
3,Basail,135,149,160,166,24.3,32.8,43.4,50.4,51,60,111
4,Bhuapur,135,177,191,198,18.7,29.9,40.0,43.8,61,62,123
5,Delduar,142,176,188,215,19.1,34.0,42.9,51.6,65,71,136
6,Dhanbari,99,0,163,183,12.9,25.3,37.6,44.0,57,61,118
7,Ghatail,244,341,372,434,21.2,27.4,39.4,44.0,131,139,270
8,Gopalpur,205,253,274,263,18.7,28.4,41.3,45.7,85,88,173
9,Kalihati,284,355,376,426,18.8,27.5,37.6,42.4,127,136,263
10,Madhupur,163,375,259,309,12.5,25.3,37.6,41.2,90,93,183
11,Mirzapur,294,337,366,424,25.5,32.9,48.3,55.5,131,142,273
12,Nagarpur,244,238,258,299,15.9,27.4,34.7,42.7,93,99,192
13,Sakhipur,171,220,241,289,13.5,21.7,33.4,41.1,80,96,176
14,Tangail Sadar,281,381,438,543,26.8,36.4,44.4,53.1,157,163,320
15,Total,2397,3002,3286,3749,20.2,29.4,40.5,46.8,1128,1210,2338
