,0,1,2,3,4
0,Number of flour mill and person engaged 2011,,,,
1,,,,,
2,Upazila,Units,Person engaged Family,Person engaged Hired,Person engaged Total
3,Basail,10,10,10,20
4,Bhuapur,24,24,8,32
5,Delduar,41,34,7,41
6,Dhanbari,22,1,44,45
7,Ghatail,28,5,30,35
8,Gopalpur,23,4,28,32
9,Kalihati,26,6,30,36
10,Madhupur,32,35,30,65
11,Mirzapur,28,7,28,35
12,Nagarpur,41,41,17,58
13,Sakhipur,12,10,17,27
14,Tangail Sadar,49,49,134,183
15,Total,336,226,383,609
