,0,1,2,3,4
0,Broad classification of area 2011,,,,
1,(In Sq km),,,,
2,Upazila,Total area,Land area,Reserve forest,River area
3,Basail,157.17,157.06,0,0.71
4,Bhuapur,225,206.54,0,18.46
5,Delduar,184.54,179.04,0,5.5
6,Dhanbari,133.75,133.45,0,0.3
7,Ghatail,451.3,344.16,101,6.14
8,Gopalpur,193.37,191.82,0,1.55
9,Kalihati,295.6,262.69,4.24,28.17
10,Madhupur,366.92,181.8,184.4,0.72
11,Mirzapur,373.88,341.48,29,3.4
12,Nagarpur,262.7,249.25,0,13.45
13,Sakhipur,435.19,243.21,191.17,0.81
14,Tangail sadar,334.26,320.68,0,13.58
15,Total,3413.68,2811.18,509.81,92.79
