,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,Tangail,,,,,
2,,,,,,
3,Upazila,Class-I,Class-II,Class-III,Class-IV,Number of total employees
4,Basail,51,37,288,120,496
5,Bhuapur,47,42,305,120,514
6,Delduar,38,35,312,101,486
7,Dhanbari,34,18,161,57,270
8,Ghatail,54,32,1138,157,1381
9,Gopalpur,43,46,326,170,585
10,Kalihati,56,36,52,159,303
11,Madhupur,52,30,710,138,930
12,Mirzapur,87,72,1357,275,1791
13,Nagarpur,63,19,1084,30,1196
14,Sakhipur,52,31,359,160,602
15,Tangail Sadar,357,114,455,316,1242
16,District Office,154,189,2848,1025,4216
17,Total,1088,701,9395,2828,14012
