,0,1,2,3,4,5,6
0,"Area and production of lentil (masur), mug and maize crops 2009-10",,,,,,
1,(Area in acres  production in metric tons),,,,,,
2,Upazila,Lentil (Masur) Area,Lentil (Masur) Production,Mug Area,Mug Production,Maize Area,Maize Production
3,Basail,23,7,0,0,0,0
4,Bhuapur,1446,353.92,0,0,647,1139.30
5,Delduar,40,10,0,0,7,11
6,Dhanbari,7,1.73,0,0,0,0
7,Ghatail,34,10.30,0,0,12,19
8,Gopalpur,35,7.50,0,0,1.04,1.04
9,Kalihati,458,167,0,0,5,11.50
10,Madhupur,6,1.68,0,0,0,0
11,Mirzapur,216,70,3,1,22,21
12,Nagarpur,210,82,0,0,13,3.90
13,Sakhipur,0,0,0,0,0,0
14,Tangail Sadar,1755,510,0,0,19,130
15,Total,4229,1221.13,3,1,726.04,1336.74
