,0,1,2,3,4
0,"Area of high land, medium land and low land 2008",,,,
1,Tangail,,,,
2,(in acres),,,,
3,Upazila,High land,Medium land,Low land,Total land
4,Basail,5454,14000,10391,29845
5,Bhuapur,790,34728,6029,41544
6,Delduar,948,24453,10413,35414
7,Dhanbari,1606,25688,4866,32159
8,Ghatail,30800,32070,11600,74470
9,Gopalpur,3977,25688,7904,37569
10,Kalihati,14145,25461,16974,56580
11,Madhupur,60649,7550,1485,69684
12,Mirzapur,20000,65890,6500,92390
13,Nagarpur,6100,44735,2764,53599
14,Sakhipur,29337,9880,3893,43110
15,Tangail Sadar,11800,29500,17700,59000
16,Total,185606,339643,100519,625364
