,0,1,2,3,4,5,6,7
0,Number of jute mill and worker 2011,,,,,,,
1,,,,,,,,
2,Upazila,Number of mill,Number of loom (installed),Number of loom Operative,Number of loom Non- operational,Number of workers Permanent,Number of workers Temporary,Number of workers Total
3,Basail,0,0,0,0,0,0,0
4,Bhuapur,0,0,0,0,0,0,0
5,Delduar,0,0,0,0,0,0,0
6,Dhanbari,0,0,0,0,0,0,0
7,Ghatail,0,0,0,0,0,0,0
8,Gopalpur,0,0,0,0,0,0,0
9,Kalihati,0,0,0,0,0,0,0
10,Madhupur,0,0,0,0,0,0,0
11,Mirzapur,1,2176,1392,0,0,350,350
12,Nagarpur,0,0,0,0,0,0,0
13,Sakhipur,0,0,0,0,0,0,0
14,Tangail Sadar,0,0,0,0,0,0,0
15,Total,1,2176,1392,0,0,350,350
