,0,1,2,3,4
0,Number of printing press and person engaged 2011,,,,
1,,,,,
2, Upazila, Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Kalia,0,0,0,0
4,Lohagara,1,1,1,2
5,Narail Sadar,4,6,21,28
6,Total,5,7,22,30
