,0,1,2,3,4
0,"Length of metalled, semi metalled and unmetalled road 2011",,,,
1,(Kilometer),,,,
2,Upazila,Metalled road,Semi metalled road,Unmetalled (kacha) road,Total
3,Kalia,148,34,362,544
4,Lohagara,188.06,49.19,419.11,656.36
5,Narail Sadar,142,245,592,979
6,Total,478.06,328.19,1373.11,2179.36
