,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Rupali and Agrani bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Rupali bank,Rupali bank,Rupali bank,Rupali bank,Rupali bank,Agrani bank,Agrani bank,Agrani bank,Agrani bank,Agrani bank
3, Upazila,Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
4, Upazila,Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
5,Jhenaigati,0,0,0,0,0,0,0,0,0,0
6,Nakla,0,0,0,0,0,0,0,0,0,0
7,Nalitabari,0,0,0,0,0,3,16094,1104,156,32
8,Sherpur Sadar,1,2996,375,76,38,2,17320,2351,126,105
9,Sreebardi,0,0,0,0,0,0,0,0,0,0
10,Total,1,2996,375,76,38,5,33414,3455,282,137
